spCollection,sample_name,core_ORF,ARG,MRG_type,MRG,NearestDistance,ARG_type
AMDSedi,AMDSedi_BP4.metabat2.179.contigs.fa_BP4.filtered,NODE_405_length_63732_cov_6.978036_BP4_41,vanH,Multi-metal_resistance,IRLR,8848,glycopeptide
AMDSedi,AMDSedi_BP4.metabat2.179.contigs.fa_BP4.filtered,NODE_4186_length_16380_cov_7.264136_BP4_5,farB,Arsenic_resistance,ARSH,4656,antibacterial_free_fatty_acids
AMDSedi,AMDSedi_BP4.metabat2.179.contigs.fa_BP4.filtered,NODE_4186_length_16380_cov_7.264136_BP4_6,emrK,Arsenic_resistance,ARSH,3260,multidrug
AMDSedi,AMDSedi_BP4.metabat2.179.contigs.fa_BP4.filtered,NODE_971_length_38125_cov_6.876283_BP4_32,baeR,Multi-metal_resistance,RUVBM,22873,multidrug
AMDSedi,AMDSedi_BP4.metabat2.182_sub.contigs.fa_BP4.filtered,NODE_1_length_440444_cov_2.465462_BP4_18,multidrug_ABC_transporter,Copper_resistance,CORR,371090,multidrug
AMDSedi,AMDSedi_BP4.metabat2.182_sub.contigs.fa_BP4.filtered,NODE_1_length_440444_cov_2.465462_BP4_288,patA,Copper_resistance,CORR,52329,fluoroquinolone
AMDSedi,AMDSedi_BP4.metabat2.182_sub.contigs.fa_BP4.filtered,NODE_24_length_203215_cov_2.516092_BP4_160,clbB,Multi-metal_resistance,CTPC,13511,phenicol
AMDSedi,AMDSedi_BP4.metabat2.182_sub.contigs.fa_BP4.filtered,NODE_24_length_203215_cov_2.516092_BP4_169,multidrug_ABC_transporter,Multi-metal_resistance,CTPC,4255,multidrug
AMDSedi,AMDSedi_BP4.metabat2.182_sub.contigs.fa_BP4.filtered,NODE_24_length_203215_cov_2.516092_BP4_21,tetA(48),Multi-metal_resistance,CTPC,178472,tetracycline
AMDSedi,AMDSedi_BP4.metabat2.182_sub.contigs.fa_BP4.filtered,NODE_67_length_136186_cov_2.513388_BP4_35,bacA,Copper_resistance,DNAK,66328,bacitracin
AMDSedi,AMDSedi_BP4.metabat2.182_sub.contigs.fa_BP4.filtered,NODE_67_length_136186_cov_2.513388_BP4_88,major_facilitator_superfamily_transporter,Copper_resistance,DNAK,1213,multidrug
AMDSedi,AMDSedi_BP4.metabat2.186_sub.contigs.fa_BP4.filtered,NODE_21264_length_5822_cov_1.522915_BP4_5,MexV,Mercury_resistance,MERR,2927,multidrug
AMDSedi,AMDSedi_BP4.metabat2.187.contigs.fa_BP4.filtered,NODE_18444_length_6404_cov_2.198821_BP4_6,multidrug_ABC_transporter,Copper_resistance,DNAK,3478,multidrug
AMDSedi,AMDSedi_BP4.metabat2.191.contigs.fa_BP4.filtered,NODE_102_length_116239_cov_13.673531_BP4_6,vanE,Chromium_resistance,RECG,20721,glycopeptide
AMDSedi,AMDSedi_BP4.metabat2.191.contigs.fa_BP4.filtered,NODE_12668_length_8188_cov_9.326883_BP4_4,baeR,Arsenic_resistance,PSTB,956,multidrug
AMDSedi,AMDSedi_BP4.metabat2.191.contigs.fa_BP4.filtered,NODE_21588_length_5761_cov_10.130990_BP4_4,sul3,Arsenic_resistance,PSTC,2858,sulfonamide
AMDSedi,AMDSedi_BP4.metabat2.198.contigs.fa_BP4.filtered,NODE_2129_length_24611_cov_6.824988_BP4_14,multidrug_ABC_transporter,Copper_resistance,DNAK,16290,multidrug
AMDSedi,AMDSedi_BP4.metabat2.198.contigs.fa_BP4.filtered,NODE_2546_length_22013_cov_7.341862_BP4_6,sul4,Multi-metal_resistance,IRLR,4160,sulfonamide
AMDSedi,AMDSedi_BP4.metabat2.30.contigs.fa_BP4.filtered,NODE_172_length_95027_cov_2.643182_BP4_50,penA,Copper_resistance,CTPV,9271,beta-lactam
AMDSedi,AMDSedi_BP4.metabat2.30.contigs.fa_BP4.filtered,NODE_172_length_95027_cov_2.643182_BP4_68,clbB,Copper_resistance,CTPV,7022,phenicol
AMDSedi,AMDSedi_BP4.metabat2.30.contigs.fa_BP4.filtered,NODE_241_length_81156_cov_2.741623_BP4_15,kasugamycin_resistance_protein_ksgA,Arsenic_resistance,ARSB,4984,aminoglycoside
AMDSedi,AMDSedi_BP4.metabat2.30.contigs.fa_BP4.filtered,NODE_241_length_81156_cov_2.741623_BP4_54,thiostrepton_resistance_methylase_tsnR,Arsenic_resistance,ARSB,47115,unclassified
AMDSedi,AMDSedi_BP4.metabat2.30.contigs.fa_BP4.filtered,NODE_241_length_81156_cov_2.741623_BP4_67,adeC,Arsenic_resistance,ARSB,59547,multidrug
AMDSedi,AMDSedi_BP4.metabat2.30.contigs.fa_BP4.filtered,NODE_410_length_63553_cov_2.448996_BP4_33,bcrA,Copper_resistance,DNAK,9937,bacitracin
AMDSedi,AMDSedi_BP4.metabat2.30.contigs.fa_BP4.filtered,NODE_469_length_58173_cov_2.863057_BP4_36,EmrB-QacA_family_major_facilitator_transporter,Copper_resistance,CORR,5447,multidrug
AMDSedi,AMDSedi_BP4.metabat2.30.contigs.fa_BP4.filtered,NODE_469_length_58173_cov_2.863057_BP4_44,EmrB-QacA_family_major_facilitator_transporter,Copper_resistance,CORR,4552,multidrug
AMDSedi,AMDSedi_BP4.metabat2.31_sub.contigs.fa_BP4.filtered,NODE_4490_length_15708_cov_1.399397_BP4_8,patA,Multi-metal_resistance,RUVBM,5141,fluoroquinolone
AMDSedi,AMDSedi_BP4.metabat2.4_sub.contigs.fa_BP4.filtered,NODE_6401_length_12704_cov_3.404150_BP4_7,emrA,Multi-metal_resistance,MGTA,7915,multidrug
AMDSedi,AMDSedi_BP4.metabat2.4_sub.contigs.fa_BP4.filtered,NODE_6401_length_12704_cov_3.404150_BP4_8,emrB,Multi-metal_resistance,MGTA,9273,multidrug
AMDSedi,AMDSedi_BP4.metabat2.68.contigs.fa_BP4.filtered,NODE_328_length_69701_cov_2.944979_BP4_61,multidrug_ABC_transporter,Multi-metal_resistance,RECGM,8137,multidrug
AMDSedi,AMDSedi_BP4.metabat2.69_sub.contigs.fa_BP4.filtered,NODE_14100_length_7636_cov_1.889865_BP4_2,major_facilitator_superfamily_transporter,Copper_resistance,DNAK,306,multidrug
AMDSedi,AMDSedi_BP4.metabat2.69_sub.contigs.fa_BP4.filtered,NODE_2405_length_22771_cov_1.965730_BP4_16,patA,Copper_resistance,DNAK,3317,fluoroquinolone
AMDSedi,AMDSedi_BP4.metabat2.69_sub.contigs.fa_BP4.filtered,NODE_7065_length_11915_cov_1.733712_BP4_4,multidrug_ABC_transporter,Copper_resistance,COPF,4331,multidrug
AMDSedi,AMDSedi_BP4.metabat2.71.contigs.fa_BP4.filtered,NODE_1919_length_25998_cov_2.245255_BP4_26,sul3,Arsenic_resistance,PSTC,3115,sulfonamide
AMDSedi,AMDSedi_BP4.metabat2.71.contigs.fa_BP4.filtered,NODE_257_length_78168_cov_2.347984_BP4_4,cob(I)alamin_adenolsyltransferase,Copper_resistance,CORR,48342,unclassified
AMDSedi,AMDSedi_BP4.metabat2.71.contigs.fa_BP4.filtered,NODE_275_length_76611_cov_2.478335_BP4_48,multidrug_ABC_transporter,Zinc_resistance,ZRAR,7853,multidrug
AMDSedi,AMDSedi_BP4.metabat2.71.contigs.fa_BP4.filtered,NODE_275_length_76611_cov_2.478335_BP4_9,rosB,Zinc_resistance,ZRAR,26794,fosmidomycin
AMDSedi,AMDSedi_BP4.metabat2.74.contigs.fa_BP4.filtered,NODE_654_length_47616_cov_2.188402_BP4_46,vanI,Multi-metal_resistance,RECGM,4796,glycopeptide
AMDSedi,AMDSedi_BP4.metabat2.78.contigs.fa_BP4.filtered,NODE_178_length_94389_cov_1.894242_BP4_46,bcrA,Copper_resistance,DNAK,46242,bacitracin
AMDSedi,AMDSedi_BP4.metabat2.78.contigs.fa_BP4.filtered,NODE_20_length_213761_cov_1.867849_BP4_1,EmrB-QacA_family_major_facilitator_transporter,Copper_resistance,COPF,175772,multidrug
AMDSedi,AMDSedi_BP4.metabat2.78.contigs.fa_BP4.filtered,NODE_20_length_213761_cov_1.867849_BP4_122,cob(I)alamin_adenolsyltransferase,Copper_resistance,COPF,56680,unclassified
AMDSedi,AMDSedi_BP4.metabat2.78.contigs.fa_BP4.filtered,NODE_20_length_213761_cov_1.867849_BP4_138,bcrA,Copper_resistance,COPF,41613,bacitracin
AMDSedi,AMDSedi_BP4.metabat2.78.contigs.fa_BP4.filtered,NODE_20_length_213761_cov_1.867849_BP4_151,TaeA,Copper_resistance,COPF,21380,pleuromutilin
AMDSedi,AMDSedi_BP4.metabat2.78.contigs.fa_BP4.filtered,NODE_20_length_213761_cov_1.867849_BP4_153,cystathionine_beta-lyase_patB,Copper_resistance,COPF,18216,unclassified
AMDSedi,AMDSedi_BP4.metabat2.78.contigs.fa_BP4.filtered,NODE_20_length_213761_cov_1.867849_BP4_29,EmrB-QacA_family_major_facilitator_transporter,Copper_resistance,COPF,140995,multidrug
AMDSedi,AMDSedi_BP4.metabat2.78.contigs.fa_BP4.filtered,NODE_619_length_49000_cov_1.908211_BP4_24,clbB,Multi-metal_resistance,RECGM,17270,phenicol
AMDSedi,AMDSedi_BP4.metabat2.78.contigs.fa_BP4.filtered,NODE_619_length_49000_cov_1.908211_BP4_8,mdtG,Multi-metal_resistance,RECGM,34721,multidrug
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_216_length_87272_cov_6.856079_BP4_54,patA,Copper_resistance,COPR,1228,fluoroquinolone
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_32_length_185934_cov_6.971992_BP4_156,multidrug_ABC_transporter,Multi-metal_resistance,CUEA,26479,multidrug
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_4_length_351398_cov_7.079483_BP4_156,emrA,Multi-metal_resistance,DMEF,64027,multidrug
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_4_length_351398_cov_7.079483_BP4_157,emrB,Multi-metal_resistance,DMEF,62443,multidrug
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_4_length_351398_cov_7.079483_BP4_163,MexV,Multi-metal_resistance,DMEF,55742,multidrug
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_4_length_351398_cov_7.079483_BP4_164,mexW,Multi-metal_resistance,DMEF,52658,multidrug
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_4_length_351398_cov_7.079483_BP4_307,vanHB,Multi-metal_resistance,DMEF,96058,glycopeptide
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_42_length_166827_cov_6.897469_BP4_127,OpmB,Multi-metal_resistance,RUVBM,25045,multidrug
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_42_length_166827_cov_6.897469_BP4_128,MuxA,Multi-metal_resistance,RUVBM,26486,multidrug
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_42_length_166827_cov_6.897469_BP4_69,multidrug_ABC_transporter,Multi-metal_resistance,RUVBM,33370,multidrug
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_42_length_166827_cov_6.897469_BP4_91,rosA,Multi-metal_resistance,RUVBM,14929,fosmidomycin
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_5_length_331946_cov_7.054973_BP4_54,kasugamycin_resistance_protein_ksgA,Tellurium_resistance,ACTP1,243495,aminoglycoside
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_5_length_331946_cov_7.054973_BP4_6,cmeB,Tellurium_resistance,ACTP1,289545,multidrug
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_5_length_331946_cov_7.054973_BP4_7,mexE,Tellurium_resistance,ACTP1,288365,multidrug
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_8_length_250734_cov_7.248975_BP4_120,baeR,Multi-metal_resistance,NIA,10980,multidrug
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_8_length_250734_cov_7.248975_BP4_153,multidrug_ABC_transporter,Multi-metal_resistance,NIA,24481,multidrug
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_8_length_250734_cov_7.248975_BP4_169,tetA(48),Multi-metal_resistance,NIA,41963,tetracycline
AMDSedi,AMDSedi_BP4.metabat2.79.contigs.fa_BP4.filtered,NODE_9_length_250727_cov_7.254006_BP4_137,patA,Iron_resistance,ACN,51968,fluoroquinolone
AMDSedi,AMDSedi_BP4.metabat2.86_sub.contigs.fa_BP4.filtered,NODE_11972_length_8509_cov_1.681460_BP4_3,cystathionine_beta-lyase_patB,Multi-metal_resistance,RECGM,4872,unclassified
AMDSedi,AMDSedi_BP4.metabat2.86_sub.contigs.fa_BP4.filtered,NODE_479_length_57685_cov_2.600420_BP4_54,mdtA,Copper_resistance,DNAK,16840,multidrug
AMDSedi,AMDSedi_BP4.metabat2.86_sub.contigs.fa_BP4.filtered,NODE_702_length_46100_cov_2.623779_BP4_11,multidrug_ABC_transporter,Multi-metal_resistance,IRLR,3280,multidrug
AMDSedi,AMDSedi_BP4.metabat2.86_sub.contigs.fa_BP4.filtered,NODE_702_length_46100_cov_2.623779_BP4_26,patA,Multi-metal_resistance,IRLR,24750,fluoroquinolone
AMDSedi,AMDSedi_BP4.metabat2.88.contigs.fa_BP4.filtered,NODE_169_length_95530_cov_4.639445_BP4_55,tetA(48),Nickel_resistance,HOXN,32881,tetracycline
AMDSedi,AMDSedi_BP4.metabat2.88.contigs.fa_BP4.filtered,NODE_182_length_93592_cov_4.420810_BP4_21,patA,Multi-metal_resistance,IRLR,18380,fluoroquinolone
AMDSedi,AMDSedi_BP4.metabat2.88.contigs.fa_BP4.filtered,NODE_387_length_64494_cov_4.639101_BP4_18,vanA,Iron_resistance,ACN,6571,glycopeptide
AMDSedi,AMDSedi_BP4.metabat2.88.contigs.fa_BP4.filtered,NODE_48_length_157499_cov_4.404240_BP4_59,patA,Multi-metal_resistance,RUVBM,39951,fluoroquinolone
AMDSedi,AMDSedi_BP4.metabat2.88.contigs.fa_BP4.filtered,NODE_542_length_53506_cov_4.635943_BP4_2,tetA(48),Arsenic_resistance,PSTB,26687,tetracycline
AMDSedi,AMDSedi_BP4.metabat2.88.contigs.fa_BP4.filtered,NODE_629_length_48632_cov_4.543140_BP4_31,chloramphenicol_and_florfenicol_resistance,Multi-metal_resistance,RECGM,7260,phenicol
AMDSedi,AMDSedi_BP4.metabat2.88.contigs.fa_BP4.filtered,NODE_897_length_39558_cov_4.710177_BP4_9,multidrug_ABC_transporter,Arsenic_resistance,ARST,576,multidrug
AMDSedi,AMDSedi_BP4.metabat2.9.contigs.fa_BP4.filtered,NODE_129_length_106573_cov_11.920157_BP4_7,multidrug_ABC_transporter,Iron_resistance,ACN,18493,multidrug
AMDSedi,AMDSedi_BP4.metabat2.9.contigs.fa_BP4.filtered,NODE_1869_length_26424_cov_12.247138_BP4_18,oleB,Multi-metal_resistance,SILA,11224,MLS
AMDSedi,AMDSedi_BP4.metabat2.9.contigs.fa_BP4.filtered,NODE_30_length_187945_cov_12.549676_BP4_75,bcrA,Multi-metal_resistance,RUVBM,19937,bacitracin
AMDSedi,AMDSedi_BP4.metabat2.9.contigs.fa_BP4.filtered,NODE_300_length_73765_cov_13.277954_BP4_13,mexW,Multi-metal_resistance,MGTA,16003,multidrug
AMDSedi,AMDSedi_BP4.metabat2.9.contigs.fa_BP4.filtered,NODE_300_length_73765_cov_13.277954_BP4_14,MexV,Multi-metal_resistance,MGTA,14821,multidrug
AMDSedi,AMDSedi_BP4.metabat2.9.contigs.fa_BP4.filtered,NODE_300_length_73765_cov_13.277954_BP4_3,TolC,Multi-metal_resistance,MGTA,26792,multidrug
AMDSedi,AMDSedi_BP4.metabat2.9.contigs.fa_BP4.filtered,NODE_300_length_73765_cov_13.277954_BP4_7,bacA,Multi-metal_resistance,MGTA,22589,bacitracin
AMDSedi,AMDSedi_BP4.metabat2.9.contigs.fa_BP4.filtered,NODE_63_length_139937_cov_12.042551_BP4_132,major_facilitator_superfamily_transporter,Arsenic_resistance,PSTS,29034,multidrug
AMDSedi,AMDSedi_BP4.metabat2.90.contigs.fa_BP4.filtered,NODE_133_length_105555_cov_2.402426_BP4_53,bacA,Copper_resistance,CORR,5609,bacitracin
AMDSedi,AMDSedi_BP4.metabat2.90.contigs.fa_BP4.filtered,NODE_133_length_105555_cov_2.402426_BP4_63,TolC,Copper_resistance,CORR,12593,multidrug
AMDSedi,AMDSedi_BP4.metabat2.90.contigs.fa_BP4.filtered,NODE_133_length_105555_cov_2.402426_BP4_83,ugd,Copper_resistance,CORR,34776,peptide
AMDSedi,AMDSedi_BP4.metabat2.90.contigs.fa_BP4.filtered,NODE_198_length_89803_cov_1.868605_BP4_39,emrA,Iron_resistance,ACN,30088,multidrug
AMDSedi,AMDSedi_BP4.metabat2.90.contigs.fa_BP4.filtered,NODE_198_length_89803_cov_1.868605_BP4_72,mdtK,Iron_resistance,ACN,60924,multidrug
AMDSedi,AMDSedi_BP4.metabat2.90.contigs.fa_BP4.filtered,NODE_315_length_71563_cov_2.046265_BP4_59,multidrug_ABC_transporter,Multi-metal_resistance,CZCA,29842,multidrug
AMDSedi,AMDSedi_BP4.metabat2.90.contigs.fa_BP4.filtered,NODE_3267_length_19037_cov_1.924432_BP4_3,vanX,Copper_resistance,COPA,11580,glycopeptide
AMDSedi,AMDSedi_BP4.metabat2.90.contigs.fa_BP4.filtered,NODE_3267_length_19037_cov_1.924432_BP4_4,vanW,Copper_resistance,COPA,10558,glycopeptide
AMDSedi,AMDSedi_BP4.metabat2.90.contigs.fa_BP4.filtered,NODE_476_length_57887_cov_1.906908_BP4_3,tetA(48),Multi-metal_resistance,RECGM,34700,tetracycline
AMDSedi,AMDSedi_BP4.metabat2.90.contigs.fa_BP4.filtered,NODE_69_length_135423_cov_1.938017_BP4_62,multidrug_ABC_transporter,Arsenic_resistance,PSTS,48848,multidrug
AMDSedi,AMDSedi_BP4.metabat2.92.contigs.fa_BP4.filtered,NODE_684_length_46526_cov_3.585530_BP4_27,patA,Arsenic_resistance,ARST,15844,fluoroquinolone
AMDSedi,AMDSedi_BP4.metabat2.98.contigs.fa_BP4.filtered,NODE_11_length_246914_cov_4.502899_BP4_143,kasugamycin_resistance_protein_ksgA,Iron_resistance,ACN,54710,aminoglycoside
AMDSedi,AMDSedi_BP4.metabat2.98.contigs.fa_BP4.filtered,NODE_11_length_246914_cov_4.502899_BP4_30,tetA(48),Copper_resistance,DNAK,7059,tetracycline
AMDSedi,AMDSedi_BP4.metabat2.98.contigs.fa_BP4.filtered,NODE_122_length_108245_cov_4.418866_BP4_73,multidrug_ABC_transporter,Copper_resistance,CORR,60564,multidrug
AMDSedi,AMDSedi_BP4.metabat2.98.contigs.fa_BP4.filtered,NODE_122_length_108245_cov_4.418866_BP4_74,multidrug_ABC_transporter,Copper_resistance,CORR,62414,multidrug
AMDSedi,AMDSedi_BP4.metabat2.98.contigs.fa_BP4.filtered,NODE_128_length_107515_cov_4.392372_BP4_27,multidrug_ABC_transporter,Multi-metal_resistance,RECGM,12892,multidrug
AMDSedi,AMDSedi_BP4.metabat2.98.contigs.fa_BP4.filtered,NODE_16_length_224854_cov_4.683438_BP4_134,penA,Copper_resistance,DNAK,47531,beta-lactam
AMDSedi,AMDSedi_BP4.metabat2.98.contigs.fa_BP4.filtered,NODE_16_length_224854_cov_4.683438_BP4_145,sul4,Copper_resistance,DNAK,60521,sulfonamide
AMDSedi,AMDSedi_BP4.metabat2.98.contigs.fa_BP4.filtered,NODE_16_length_224854_cov_4.683438_BP4_173,Brucella_suis_mprF,Copper_resistance,DNAK,88205,peptide
AMDSedi,AMDSedi_BP4.metabat2.98.contigs.fa_BP4.filtered,NODE_258_length_78015_cov_4.656057_BP4_55,tetA(48),Multi-metal_resistance,IRLR,70681,tetracycline
AMDSedi,AMDSedi_BP4.metabat2.98.contigs.fa_BP4.filtered,NODE_50_length_154931_cov_4.986344_BP4_67,tetA(48),Multi-metal_resistance,IRLR,10065,tetracycline
AMDSedi,AMDSedi_BP4.metabat2.98.contigs.fa_BP4.filtered,NODE_54_length_152792_cov_4.810271_BP4_30,multidrug_ABC_transporter,Multi-metal_resistance,RUVBM,103494,multidrug
AMDSedi,AMDSedi_BP4.metabat2.98.contigs.fa_BP4.filtered,NODE_55_length_147814_cov_4.788377_BP4_102,patA,Arsenic_resistance,ARSM,6337,fluoroquinolone
AMDSedi,AMDSedi_BP4.metabat2.98.contigs.fa_BP4.filtered,NODE_55_length_147814_cov_4.788377_BP4_63,vanH,Arsenic_resistance,ARSM,47828,glycopeptide
AMDSedi,AMDSedi_BP4.metabat2.99.contigs.fa_BP4.filtered,NODE_140_length_103416_cov_2.331323_BP4_17,cfrC,Multi-metal_resistance,IRLR,14899,phenicol
AMDSedi,AMDSedi_BP4.metabat2.99.contigs.fa_BP4.filtered,NODE_140_length_103416_cov_2.331323_BP4_52,efrA,Arsenic_resistance,ARST,20810,multidrug
AMDSedi,AMDSedi_BP4.metabat2.99.contigs.fa_BP4.filtered,NODE_140_length_103416_cov_2.331323_BP4_53,efrB,Arsenic_resistance,ARST,22855,multidrug
AMDSedi,AMDSedi_BP4.metabat2.99.contigs.fa_BP4.filtered,NODE_140_length_103416_cov_2.331323_BP4_59,bcrA,Arsenic_resistance,ARST,29458,bacitracin
AMDSedi,AMDSedi_BP4.metabat2.99.contigs.fa_BP4.filtered,NODE_140_length_103416_cov_2.331323_BP4_67,bcrA,Arsenic_resistance,ARST,41736,bacitracin
AMDSedi,AMDSedi_BP5.concoct.11_sub.contigs.fa_BP5.filtered,NODE_1070_length_48984_cov_2.997360_BP5_27,ugd,Multi-metal_resistance,CUEA,22573,peptide
AMDSedi,AMDSedi_BP5.concoct.11_sub.contigs.fa_BP5.filtered,NODE_191_length_113640_cov_3.095267_BP5_62,clbC,Multi-metal_resistance,RECGM,25389,phenicol
AMDSedi,AMDSedi_BP5.concoct.141_sub.contigs.fa_BP5.filtered,NODE_108_length_145134_cov_2.040943_BP5_98,major_facilitator_superfamily_transporter,Iron_resistance,ACN,3591,multidrug
AMDSedi,AMDSedi_BP5.concoct.141_sub.contigs.fa_BP5.filtered,NODE_251_length_100658_cov_2.071182_BP5_47,kasugamycin_resistance_protein_ksgA,Copper_resistance,CORR,17270,aminoglycoside
AMDSedi,AMDSedi_BP5.concoct.141_sub.contigs.fa_BP5.filtered,NODE_2544_length_28665_cov_2.243465_BP5_22,baeR,Arsenic_resistance,ARST,5900,multidrug
AMDSedi,AMDSedi_BP5.concoct.141_sub.contigs.fa_BP5.filtered,NODE_2544_length_28665_cov_2.243465_BP5_5,rpsD_(ramA_or_sud2),Arsenic_resistance,ARST,10058,unclassified
AMDSedi,AMDSedi_BP5.concoct.141_sub.contigs.fa_BP5.filtered,NODE_346_length_87338_cov_2.060153_BP5_4,major_facilitator_superfamily_transporter,Multi-metal_resistance,DMEF,61103,multidrug
AMDSedi,AMDSedi_BP5.concoct.141_sub.contigs.fa_BP5.filtered,NODE_57_length_185711_cov_2.034103_BP5_100,multidrug_ABC_transporter,Copper_resistance,COPR,6460,multidrug
AMDSedi,AMDSedi_BP5.concoct.141_sub.contigs.fa_BP5.filtered,NODE_57_length_185711_cov_2.034103_BP5_5,tetA(48),Arsenic_resistance,ARSH,3329,tetracycline
AMDSedi,AMDSedi_BP5.concoct.143_sub.contigs.fa_BP5.filtered,NODE_1231_length_44656_cov_4.074581_BP5_34,multidrug_ABC_transporter,Multi-metal_resistance,CUSR,16469,multidrug
AMDSedi,AMDSedi_BP5.concoct.143_sub.contigs.fa_BP5.filtered,NODE_5496_length_17175_cov_4.028801_BP5_8,multidrug_ABC_transporter,Copper_resistance,DNAK,4616,multidrug
AMDSedi,AMDSedi_BP5.concoct.143_sub.contigs.fa_BP5.filtered,NODE_946_length_52637_cov_3.877776_BP5_34,bacA,Iron_resistance,ACN,33445,bacitracin
AMDSedi,AMDSedi_BP5.concoct.162.contigs.fa_BP5.filtered,NODE_2727_length_27426_cov_1.422946_BP5_2,multidrug_ABC_transporter,Multi-metal_resistance,CUEA,23106,multidrug
AMDSedi,AMDSedi_BP5.concoct.164.contigs.fa_BP5.filtered,NODE_1225_length_44803_cov_3.114222_BP5_24,PmrF,Copper_resistance,CORR,11816,peptide
AMDSedi,AMDSedi_BP5.concoct.164.contigs.fa_BP5.filtered,NODE_1225_length_44803_cov_3.114222_BP5_26,arnA,Copper_resistance,CORR,12922,polymyxin
AMDSedi,AMDSedi_BP5.concoct.164.contigs.fa_BP5.filtered,NODE_15148_length_8592_cov_3.030006_BP5_5,EmrB-QacA_family_major_facilitator_transporter,Copper_resistance,CORR,2981,multidrug
AMDSedi,AMDSedi_BP5.concoct.164.contigs.fa_BP5.filtered,NODE_1881_length_34597_cov_3.040267_BP5_2,bacA,Copper_resistance,CORR,12758,bacitracin
AMDSedi,AMDSedi_BP5.concoct.164.contigs.fa_BP5.filtered,NODE_2913_length_26308_cov_2.911424_BP5_2,penA,Copper_resistance,CORR,12718,beta-lactam
AMDSedi,AMDSedi_BP5.concoct.164.contigs.fa_BP5.filtered,NODE_2913_length_26308_cov_2.911424_BP5_20,rosA,Copper_resistance,CORR,8930,fosmidomycin
AMDSedi,AMDSedi_BP5.concoct.164.contigs.fa_BP5.filtered,NODE_3513_length_23333_cov_3.009049_BP5_13,Brucella_suis_mprF,Arsenic_resistance,PSTB,9870,peptide
AMDSedi,AMDSedi_BP5.concoct.166_sub.contigs.fa_BP5.filtered,NODE_76699_length_2955_cov_2.203324_BP5_3,PmrF,Copper_resistance,DNAK,392,peptide
AMDSedi,AMDSedi_BP5.concoct.169_sub.contigs.fa_BP5.filtered,NODE_2246_length_30897_cov_1.649106_BP5_7,vanN,Chromium_resistance,RECG,18975,glycopeptide
AMDSedi,AMDSedi_BP5.concoct.169_sub.contigs.fa_BP5.filtered,NODE_7264_length_14288_cov_1.642116_BP5_11,sul4,Multi-metal_resistance,CUSA,12550,sulfonamide
AMDSedi,AMDSedi_BP5.concoct.20.contigs.fa_BP5.filtered,NODE_8435_length_12871_cov_2.559793_BP5_7,vanD,Copper_resistance,CORR,4860,glycopeptide
AMDSedi,AMDSedi_BP5.concoct.23.contigs.fa_BP5.filtered,NODE_2619_length_28070_cov_1.303904_BP5_16,rosA,Tellurium_resistance,ACTP1,16014,fosmidomycin
AMDSedi,AMDSedi_BP5.concoct.23.contigs.fa_BP5.filtered,NODE_4964_length_18408_cov_1.535365_BP5_2,TriA,Copper_resistance,CORR,2107,triclosan
AMDSedi,AMDSedi_BP5.concoct.23.contigs.fa_BP5.filtered,NODE_834_length_56773_cov_1.379021_BP5_45,multidrug_ABC_transporter,Multi-metal_resistance,NCRB,34638,multidrug
AMDSedi,AMDSedi_BP5.concoct.3_sub.contigs.fa_BP5.filtered,NODE_707_length_61445_cov_3.005643_BP5_17,PmrF,Multi-metal_resistance,CORC,12274,peptide
AMDSedi,AMDSedi_BP5.concoct.3_sub.contigs.fa_BP5.filtered,NODE_707_length_61445_cov_3.005643_BP5_47,kasugamycin_resistance_protein_ksgA,Multi-metal_resistance,CORC,18577,aminoglycoside
AMDSedi,AMDSedi_BP5.concoct.3_sub.contigs.fa_BP5.filtered,NODE_7181_length_14389_cov_2.406675_BP5_3,emrB,Multi-metal_resistance,IRLR,401,multidrug
